Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-tpgf,randomiser-7xud,randomiser-5qjw,Randomise questionnaire elements?,Question Key,Response,Accuracy
1,1.72616E+12,12/09/2024 15:34:50,1.72616E+12,-4,12/09/2024 11:34:50,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,BEGIN QUESTIONNAIRE,,
2,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-1,his,0
3,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-2,skills,1
4,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-3,to ,1
5,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-4,he,1
6,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-5,on,1
7,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-6,been,1
8,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-7,x,0
9,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-8,in,1
10,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-9,x,0
11,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-10,parts,1
12,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-11,of,1
13,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-12,x,0
14,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-13,fishing,1
15,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-14,they,0
16,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-15,of,1
17,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-16,the,1
18,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-17,the,1
19,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-18,the,1
20,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-19,mans,0
21,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-20,tool,1
22,1.72616E+12,12/09/2024 15:40:11,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-21,look,0
23,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-22,is,0
24,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-23,x,0
25,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-24,his,1
26,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-25,x,0
27,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-26,the,1
28,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-27,it,0
29,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-28,person,1
30,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-29,x,0
31,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-30,stick,1
32,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-31,has,0
33,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-32,x,0
34,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-33,x,0
35,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-34,x,0
36,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-35,history,1
37,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-36,he,0
38,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-37,and,1
39,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-38,would,1
40,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-39,x,0
41,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-40,x,0
42,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-41,cave,1
43,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-42,during,1
44,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-43,many,1
45,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-44,tool,0
46,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-45,man,1
47,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-46,x,0
48,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-47,x,0
49,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-48,used,1
50,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-49,while,1
51,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-50,x,0
52,1.72616E+12,12/09/2024 15:40:12,1.72616E+12,-4,12/09/2024 11:40:11,127065,4,questionnaire-g515,,40027290,BLIND,11696379,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,END QUESTIONNAIRE,320436,
1,1.72627E+12,14/09/2024 00:30:44,1.72627E+12,-4,13/09/2024 20:30:43,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,BEGIN QUESTIONNAIRE,,
2,1.72628E+12,14/09/2024 00:50:07,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-1,His,0
3,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-2,tools,0
4,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-3,to,1
5,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-4,he,1
6,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-5,with,1
7,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-6,been,1
8,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-7,tools,1
9,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-8,through,1
10,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-9,X,0
11,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-10,periods,1
12,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-11,of,1
13,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-12,X,0
14,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-13,fishing,1
15,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-14,and,1
16,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-15,notably,0
17,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-16,most,1
18,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-17,the,1
19,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-18,the,1
20,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-19,men,0
21,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-20,tool,1
22,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-21,dig,0
23,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-22,was,0
24,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-23,X,0
25,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-24,a,1
26,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-25,bones,1
27,1.72628E+12,14/09/2024 00:50:08,1.72628E+12,-4,13/09/2024 20:50:07,127065,4,questionnaire-g515,,40072001,BLIND,11704281,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x779,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-26,A,1
