Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-tpgf,randomiser-7xud,randomiser-5qjw,Randomise questionnaire elements?,Question Key,Response,Accuracy
49,1.72731E+12,26/09/2024 01:36:56,1.72731E+12,-4,25/09/2024 21:36:54,127065,4,questionnaire-g515,,40274563,BLIND,11759817,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1710x1107,1710x981,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-48,x,0
50,1.72731E+12,26/09/2024 01:36:56,1.72731E+12,-4,25/09/2024 21:36:54,127065,4,questionnaire-g515,,40274563,BLIND,11759817,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1710x1107,1710x981,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-49,by,1
51,1.72731E+12,26/09/2024 01:36:56,1.72731E+12,-4,25/09/2024 21:36:54,127065,4,questionnaire-g515,,40274563,BLIND,11759817,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1710x1107,1710x981,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,cloze-input-50,x,0
52,1.72731E+12,26/09/2024 01:36:56,1.72731E+12,-4,25/09/2024 21:36:54,127065,4,questionnaire-g515,,40274563,BLIND,11759817,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1710x1107,1710x981,,,,ClozeTask_EN,3,Biling,,Bilinguals_group2,No,END QUESTIONNAIRE,1091180,
1,1.7272E+12,24/09/2024 17:51:55,1.7272E+12,-4,24/09/2024 13:51:55,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,BEGIN QUESTIONNAIRE,,
2,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-1,,0
3,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-2,intelligent ,0
4,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-3,They,0
5,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-4,time,0
6,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-5,on,1
7,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-6,been,1
8,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-7,everyting,0
9,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-8,since,0
10,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-9,,0
11,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-10,categories,1
12,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-11,of,1
13,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-12,the,1
14,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-13,survyving,0
15,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-14,and ,1
16,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-15,X,0
17,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-16,the,1
18,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-17,the start,0
19,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-18,and,0
20,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-19,big,1
21,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-20,tool,1
22,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-21,bilt,0
23,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-22,was,0
24,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-23,became,0
25,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-24,the,1
26,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-25,things,1
27,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-26,The,1
28,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-27,it,0
29,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-28,X,0
30,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-29,big,0
31,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-30,somthing,0
32,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-31,X,0
33,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-32,X,0
34,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-33,so,0
35,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-34,tools,0
36,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-35,time,1
37,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-36,have,1
38,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-37,that,0
39,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-38,severly,0
40,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-39,and,1
41,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-40,put,0
42,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-41,house,0
43,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-42,In,1
44,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-43,X,0
45,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-44,date,0
46,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-45,chose to,0
47,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-46,,0
48,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-47,,0
49,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-48,starded,0
50,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-49,X,0
51,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-50,X,0
52,1.7272E+12,24/09/2024 18:29:49,1.7272E+12,-4,24/09/2024 14:29:48,127065,4,questionnaire-g515,,40240430,BLIND,11747062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1903x901,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,END QUESTIONNAIRE,2273388,
1,1.72719E+12,24/09/2024 16:09:09,1.72719E+12,-4,24/09/2024 12:09:10,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1528x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,BEGIN QUESTIONNAIRE,,
2,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-1,Man's,1
3,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-2,learning,0
4,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-3,to,1
5,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-4,man,1
6,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-5,x,0
7,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-6,been,1
8,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-7,x,0
9,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-8,in,1
10,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-9,x,0
11,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-10,categories,1
12,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-11,of,1
13,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-12,x,0
14,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-13,fishing,1
15,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-14,and,1
16,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-15,times,1
17,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-16,the,1
18,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-17,the,1
19,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-18,the,1
20,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-19,x,0
21,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-20,stick,1
22,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-21,dig,0
23,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-22,x,0
24,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-23,x,0
25,1.7272E+12,24/09/2024 16:27:03,1.7272E+12,-4,24/09/2024 12:27:03,127065,4,questionnaire-g515,,40237290,BLIND,11746203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1513x740,,,,ClozeTask_EN,3,Biling,,Bilinguals_group1,No,cloze-input-24,a,1
