Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-tpgf,Randomise questionnaire elements?,Question Key,Response,randomiser-7xud,randomiser-5qjw
11,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-10,stages,,Bilinguals_group2
12,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-11,of,,Bilinguals_group2
13,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-12,early,,Bilinguals_group2
14,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-13,fishing,,Bilinguals_group2
15,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-14,or,,Bilinguals_group2
16,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-15,often,,Bilinguals_group2
17,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-16,the,,Bilinguals_group2
18,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-17,the,,Bilinguals_group2
19,1741487354082,"09/03/2025, 02:29:14",1741487353502,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-18,the,,Bilinguals_group2
20,1741487354082,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-19,man's,,Bilinguals_group2
21,1741487354082,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-20,tool,,Bilinguals_group2
22,1741487354082,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-21,dig,,Bilinguals_group2
23,1741487354212,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-22,bone,,Bilinguals_group2
24,1741487354212,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-23,sharp,,Bilinguals_group2
25,1741487354212,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-24,his,,Bilinguals_group2
26,1741487354212,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-25,bones,,Bilinguals_group2
27,1741487354212,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-26,A,,Bilinguals_group2
28,1741487354212,"09/03/2025, 02:29:14",1741487353503,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-27,it,,Bilinguals_group2
29,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-28,man,,Bilinguals_group2
30,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-29,sharp,,Bilinguals_group2
31,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-30,stick,,Bilinguals_group2
32,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-31,had,,Bilinguals_group2
33,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-32,more,,Bilinguals_group2
34,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-33,in,,Bilinguals_group2
35,1741487354212,"09/03/2025, 02:29:14",1741487353504,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-34,tool,,Bilinguals_group2
36,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-35,history,,Bilinguals_group2
37,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-36,have,,Bilinguals_group2
38,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-37,by,,Bilinguals_group2
39,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-38,could,,Bilinguals_group2
40,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-39,and,,Bilinguals_group2
41,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-40,draw,,Bilinguals_group2
42,1741487354212,"09/03/2025, 02:29:14",1741487353505,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-41,caves,,Bilinguals_group2
43,1741487354347,"09/03/2025, 02:29:14",1741487353506,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-42,In,,Bilinguals_group2
44,1741487354347,"09/03/2025, 02:29:14",1741487353506,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-43,the,,Bilinguals_group2
45,1741487354347,"09/03/2025, 02:29:14",1741487353506,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-44,home,,Bilinguals_group2
46,1741487354347,"09/03/2025, 02:29:14",1741487353506,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-45,qomen,,Bilinguals_group2
47,1741487354347,"09/03/2025, 02:29:14",1741487353506,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-46,or,,Bilinguals_group2
48,1741487354347,"09/03/2025, 02:29:14",1741487353507,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-47,baskets,,Bilinguals_group2
49,1741487354347,"09/03/2025, 02:29:14",1741487353507,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-48,made,,Bilinguals_group2
50,1741487354347,"09/03/2025, 02:29:14",1741487353507,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-49,or,,Bilinguals_group2
51,1741487354347,"09/03/2025, 02:29:14",1741487353507,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,cloze-input-50,wood,,Bilinguals_group2
52,1741487354347,"09/03/2025, 02:29:14",1741487353508,-5,"08/03/2025, 21:29:13",127065,6,questionnaire-g515,,44209527,12882521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,729x798,,ClozeTask_EN,3,Biling,No,END QUESTIONNAIRE,672639,,Bilinguals_group2
﻿1,1741713288180,"11/03/2025, 17:14:48",1741713288163,-4,"11/03/2025, 13:14:48",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1526x954,,ClozeTask_EN,3,Biling,No,BEGIN QUESTIONNAIRE,,,Bilinguals_group1
2,1741713945776,"11/03/2025, 17:25:45",1741713945513,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-1,The,,Bilinguals_group1
3,1741713945894,"11/03/2025, 17:25:45",1741713945515,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-2,knowledge,,Bilinguals_group1
4,1741713945894,"11/03/2025, 17:25:45",1741713945515,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-3,to,,Bilinguals_group1
5,1741713945894,"11/03/2025, 17:25:45",1741713945515,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-4,he,,Bilinguals_group1
6,1741713945894,"11/03/2025, 17:25:45",1741713945515,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-5,on,,Bilinguals_group1
7,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-6,been,,Bilinguals_group1
8,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-7,X,,Bilinguals_group1
9,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-8,since,,Bilinguals_group1
10,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-9,X,,Bilinguals_group1
11,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-10,aspects,,Bilinguals_group1
12,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-11,of,,Bilinguals_group1
13,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-12,X,,Bilinguals_group1
14,1741713945894,"11/03/2025, 17:25:45",1741713945516,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-13,fishing,,Bilinguals_group1
15,1741713945894,"11/03/2025, 17:25:45",1741713945517,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-14,they,,Bilinguals_group1
16,1741713945894,"11/03/2025, 17:25:45",1741713945517,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-15,times,,Bilinguals_group1
17,1741713945894,"11/03/2025, 17:25:45",1741713945517,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-16,the,,Bilinguals_group1
18,1741713945894,"11/03/2025, 17:25:45",1741713945517,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-17,X,,Bilinguals_group1
19,1741713945894,"11/03/2025, 17:25:45",1741713945517,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-18,X,,Bilinguals_group1
20,1741713945894,"11/03/2025, 17:25:45",1741713945518,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-19,bare,,Bilinguals_group1
21,1741713945894,"11/03/2025, 17:25:45",1741713945518,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-20,tool,,Bilinguals_group1
22,1741713945894,"11/03/2025, 17:25:45",1741713945518,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-21,dig,,Bilinguals_group1
23,1741713946048,"11/03/2025, 17:25:46",1741713945518,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-22,bone,,Bilinguals_group1
24,1741713946048,"11/03/2025, 17:25:46",1741713945518,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-23,sharp,,Bilinguals_group1
25,1741713946048,"11/03/2025, 17:25:46",1741713945519,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-24,one,,Bilinguals_group1
26,1741713946048,"11/03/2025, 17:25:46",1741713945519,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-25,things,,Bilinguals_group1
27,1741713946048,"11/03/2025, 17:25:46",1741713945519,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-26,The,,Bilinguals_group1
28,1741713946048,"11/03/2025, 17:25:46",1741713945519,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-27,it,,Bilinguals_group1
29,1741713946048,"11/03/2025, 17:25:46",1741713945519,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-28,humans,,Bilinguals_group1
30,1741713946048,"11/03/2025, 17:25:46",1741713945520,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-29,sharp,,Bilinguals_group1
31,1741713946048,"11/03/2025, 17:25:46",1741713945520,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-30,branch,,Bilinguals_group1
32,1741713946048,"11/03/2025, 17:25:46",1741713945520,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-31,X,,Bilinguals_group1
33,1741713946048,"11/03/2025, 17:25:46",1741713945520,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-32,very,,Bilinguals_group1
34,1741713946048,"11/03/2025, 17:25:46",1741713945521,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-33,in,,Bilinguals_group1
35,1741713946048,"11/03/2025, 17:25:46",1741713945521,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-34,tool,,Bilinguals_group1
36,1741713946048,"11/03/2025, 17:25:46",1741713945521,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-35,kind,,Bilinguals_group1
37,1741713946048,"11/03/2025, 17:25:46",1741713945521,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-36,have,,Bilinguals_group1
38,1741713946048,"11/03/2025, 17:25:46",1741713945522,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-37,from,,Bilinguals_group1
39,1741713946048,"11/03/2025, 17:25:46",1741713945522,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-38,X,,Bilinguals_group1
40,1741713946048,"11/03/2025, 17:25:46",1741713945523,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-39,X,,Bilinguals_group1
41,1741713946048,"11/03/2025, 17:25:46",1741713945523,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-40,put,,Bilinguals_group1
42,1741713946048,"11/03/2025, 17:25:46",1741713945523,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-41,cave,,Bilinguals_group1
43,1741713946186,"11/03/2025, 17:25:46",1741713945524,-4,"11/03/2025, 13:25:45",127065,6,questionnaire-g515,,44301881,12910210,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1511x954,,ClozeTask_EN,3,Biling,No,cloze-input-42,During,,Bilinguals_group1
