Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-tpgf,Randomise questionnaire elements?,Question Key,Response,randomiser-7xud,randomiser-5qjw
﻿1,1740673242789,"27/02/2025, 16:20:42",1740673242611,-5,"27/02/2025, 11:20:42",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1536x730,,ClozeTask_EN,3,Biling,No,BEGIN QUESTIONNAIRE,,,Bilinguals_group2
2,1740675578696,"27/02/2025, 16:59:38",1740675577909,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-1,His,,Bilinguals_group2
3,1740675578839,"27/02/2025, 16:59:38",1740675577913,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-2,knowledge,,Bilinguals_group2
4,1740675578839,"27/02/2025, 16:59:38",1740675577913,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-3,to,,Bilinguals_group2
5,1740675578839,"27/02/2025, 16:59:38",1740675577913,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-4,he,,Bilinguals_group2
6,1740675578839,"27/02/2025, 16:59:38",1740675577914,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-5,on,,Bilinguals_group2
7,1740675578839,"27/02/2025, 16:59:38",1740675577914,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-6,been,,Bilinguals_group2
8,1740675578839,"27/02/2025, 16:59:38",1740675577914,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-7,X,,Bilinguals_group2
9,1740675578839,"27/02/2025, 16:59:38",1740675577914,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-8,in,,Bilinguals_group2
10,1740675578839,"27/02/2025, 16:59:38",1740675577914,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-9,that,,Bilinguals_group2
11,1740675578839,"27/02/2025, 16:59:38",1740675577915,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-10,stage,,Bilinguals_group2
12,1740675578839,"27/02/2025, 16:59:38",1740675577915,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-11,of,,Bilinguals_group2
13,1740675578839,"27/02/2025, 16:59:38",1740675577915,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-12,X,,Bilinguals_group2
14,1740675578839,"27/02/2025, 16:59:38",1740675577915,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-13,fishing,,Bilinguals_group2
15,1740675578839,"27/02/2025, 16:59:38",1740675577915,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-14,X,,Bilinguals_group2
16,1740675578839,"27/02/2025, 16:59:38",1740675577916,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-15,times,,Bilinguals_group2
17,1740675578839,"27/02/2025, 16:59:38",1740675577917,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-16,the,,Bilinguals_group2
18,1740675578839,"27/02/2025, 16:59:38",1740675577917,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-17,X,,Bilinguals_group2
19,1740675578839,"27/02/2025, 16:59:38",1740675577917,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-18,X,,Bilinguals_group2
20,1740675578839,"27/02/2025, 16:59:38",1740675577917,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-19,X,,Bilinguals_group2
21,1740675578839,"27/02/2025, 16:59:38",1740675577917,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-20,tool,,Bilinguals_group2
22,1740675578839,"27/02/2025, 16:59:38",1740675577917,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-21,dig,,Bilinguals_group2
23,1740675578992,"27/02/2025, 16:59:38",1740675577918,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-22,bone,,Bilinguals_group2
24,1740675578992,"27/02/2025, 16:59:38",1740675577918,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-23,sharp,,Bilinguals_group2
25,1740675578992,"27/02/2025, 16:59:38",1740675577918,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-24,the,,Bilinguals_group2
26,1740675578992,"27/02/2025, 16:59:38",1740675577918,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-25,things,,Bilinguals_group2
27,1740675578992,"27/02/2025, 16:59:38",1740675577919,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-26,The,,Bilinguals_group2
28,1740675578992,"27/02/2025, 16:59:38",1740675577919,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-27,it,,Bilinguals_group2
29,1740675578992,"27/02/2025, 16:59:38",1740675577919,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-28,men,,Bilinguals_group2
30,1740675578992,"27/02/2025, 16:59:38",1740675577919,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-29,sharp,,Bilinguals_group2
31,1740675578992,"27/02/2025, 16:59:38",1740675577919,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-30,stick,,Bilinguals_group2
32,1740675578992,"27/02/2025, 16:59:38",1740675577919,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-31,X,,Bilinguals_group2
33,1740675578992,"27/02/2025, 16:59:38",1740675577920,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-32,very,,Bilinguals_group2
34,1740675578992,"27/02/2025, 16:59:38",1740675577920,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-33,among,,Bilinguals_group2
35,1740675578992,"27/02/2025, 16:59:38",1740675577920,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-34,tool,,Bilinguals_group2
36,1740675578992,"27/02/2025, 16:59:38",1740675577920,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-35,life,,Bilinguals_group2
37,1740675578992,"27/02/2025, 16:59:38",1740675577920,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-36,have,,Bilinguals_group2
38,1740675578992,"27/02/2025, 16:59:38",1740675577921,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-37,that,,Bilinguals_group2
39,1740675578992,"27/02/2025, 16:59:38",1740675577921,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-38,would,,Bilinguals_group2
40,1740675578992,"27/02/2025, 16:59:38",1740675577921,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-39,and,,Bilinguals_group2
41,1740675578992,"27/02/2025, 16:59:38",1740675577921,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-40,X,,Bilinguals_group2
42,1740675578992,"27/02/2025, 16:59:38",1740675577921,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-41,cave,,Bilinguals_group2
43,1740675579198,"27/02/2025, 16:59:39",1740675577922,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-42,During,,Bilinguals_group2
44,1740675579198,"27/02/2025, 16:59:39",1740675577922,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-43,the,,Bilinguals_group2
45,1740675579198,"27/02/2025, 16:59:39",1740675577922,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-44,pattern,,Bilinguals_group2
46,1740675579198,"27/02/2025, 16:59:39",1740675577922,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-45,men,,Bilinguals_group2
47,1740675579198,"27/02/2025, 16:59:39",1740675577922,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-46,or,,Bilinguals_group2
48,1740675579198,"27/02/2025, 16:59:39",1740675577923,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-47,bags,,Bilinguals_group2
49,1740675579198,"27/02/2025, 16:59:39",1740675577923,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-48,started,,Bilinguals_group2
50,1740675579198,"27/02/2025, 16:59:39",1740675577923,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-49,X,,Bilinguals_group2
51,1740675579198,"27/02/2025, 16:59:39",1740675577923,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,cloze-input-50,fruits,,Bilinguals_group2
52,1740675579198,"27/02/2025, 16:59:39",1740675577924,-5,"27/02/2025, 11:59:37",127065,6,questionnaire-g515,,43895528,12787624,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1536x864,1519x730,,ClozeTask_EN,3,Biling,No,END QUESTIONNAIRE,2335313,,Bilinguals_group2
﻿1,1740700036292,"27/02/2025, 23:47:16",1740700036144,-5,"27/02/2025, 18:47:16",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,BEGIN QUESTIONNAIRE,,,Bilinguals_group1
2,1740700274677,"27/02/2025, 23:51:14",1740700274257,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-1,the,,Bilinguals_group1
3,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-2,its,,Bilinguals_group1
4,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-3,and,,Bilinguals_group1
5,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-4,forever,,Bilinguals_group1
6,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-5,and,,Bilinguals_group1
7,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-6,and,,Bilinguals_group1
8,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-7,it,,Bilinguals_group1
9,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-8,and,,Bilinguals_group1
10,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-9,and,,Bilinguals_group1
11,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-10,and,,Bilinguals_group1
12,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-11,in,,Bilinguals_group1
13,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-12,the,,Bilinguals_group1
14,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-13,eating,,Bilinguals_group1
15,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-14,veggies,,Bilinguals_group1
16,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-15,and,,Bilinguals_group1
17,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-16,and,,Bilinguals_group1
18,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-17,1989,,Bilinguals_group1
19,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-18,but,,Bilinguals_group1
20,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-19,short,,Bilinguals_group1
21,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-20,rock,,Bilinguals_group1
22,1740700274833,"27/02/2025, 23:51:14",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-21,eat,,Bilinguals_group1
23,1740700275043,"27/02/2025, 23:51:15",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-22,had,,Bilinguals_group1
24,1740700275043,"27/02/2025, 23:51:15",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-23,large,,Bilinguals_group1
25,1740700275043,"27/02/2025, 23:51:15",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-24,the,,Bilinguals_group1
26,1740700275043,"27/02/2025, 23:51:15",1740700274259,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-25,it,,Bilinguals_group1
27,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-26,the,,Bilinguals_group1
28,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-27,and,,Bilinguals_group1
29,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-28,people,,Bilinguals_group1
30,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-29,large,,Bilinguals_group1
31,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-30,era,,Bilinguals_group1
32,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-31,firstly,,Bilinguals_group1
33,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-32,very,,Bilinguals_group1
34,1740700275043,"27/02/2025, 23:51:15",1740700274260,-5,"27/02/2025, 18:51:14",127065,6,questionnaire-g515,,43908128,12791573,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,ClozeTask_EN,3,Biling,No,cloze-input-33,alot,,Bilinguals_group1
